feature,threshold,target,swept_value,n_patients,tabnet_mean_p_elevated,rules_frac_elevated
creatinine,2.0,protein_restriction,2.0,200,0.3159,1.0
creatinine,2.0,protein_restriction,2.006,200,0.3161,1.0
creatinine,2.0,protein_restriction,2.012,200,0.3165,1.0
creatinine,2.0,protein_restriction,2.018,200,0.3166,1.0
creatinine,2.0,protein_restriction,2.024,200,0.3169,1.0
creatinine,2.0,protein_restriction,2.03,200,0.3173,1.0
creatinine,2.0,protein_restriction,2.036,200,0.3178,1.0
creatinine,2.0,protein_restriction,2.042,200,0.3178,1.0
creatinine,2.0,protein_restriction,2.048,200,0.3182,1.0
creatinine,2.0,protein_restriction,2.054,200,0.3184,1.0
creatinine,2.0,protein_restriction,2.06,200,0.3185,1.0
creatinine,2.0,protein_restriction,2.066,200,0.3188,1.0
creatinine,2.0,protein_restriction,2.072,200,0.319,1.0
creatinine,2.0,protein_restriction,2.078,200,0.3194,1.0
creatinine,2.0,protein_restriction,2.084,200,0.3197,1.0
creatinine,2.0,protein_restriction,2.09,200,0.32,1.0
creatinine,2.0,protein_restriction,2.096,200,0.32,1.0
creatinine,2.0,protein_restriction,2.102,200,0.3203,1.0
creatinine,2.0,protein_restriction,2.108,200,0.3206,1.0
creatinine,2.0,protein_restriction,2.114,200,0.3208,1.0
creatinine,2.0,protein_restriction,2.12,200,0.321,1.0
